# etas 	 gammas
0.000051500000000 	 0.218000000000000
0.000049926667547 	 0.219233590314743
0.000050899093895 	 0.220360057379696
0.000051103511849 	 0.221030978223924
0.000051701159149 	 0.221879361308222
0.000052778697697 	 0.220263073481467
0.000052619531192 	 0.220120389396396
0.000055832965801 	 0.216110290653606
0.000054626478646 	 0.215443590361626
0.000051018830936 	 0.219866105603081
0.000049929741332 	 0.218332656955764
0.000051324794793 	 0.218646261490659
0.000051581273402 	 0.217654483730235
0.000052145680097 	 0.217835935347617
0.000052508251775 	 0.217034106388336
0.000051212393823 	 0.218192912865771
0.000050940191502 	 0.218684017401750
0.000050919268522 	 0.217797030587878
0.000050544441599 	 0.218625476151193
0.000050281520226 	 0.217874830621859
0.000051344110674 	 0.217741991797830
0.000051859800653 	 0.217585463327900
0.000051187293143 	 0.217182056384425
0.000052773129836 	 0.219930496310117
0.000053255815992 	 0.216696775930070
0.000052901217059 	 0.215860177072726
0.000050520326977 	 0.215833545794968
0.000051838841286 	 0.215050416564483
0.000052282078017 	 0.216501997462041
0.000053475796220 	 0.216710981275045
0.000051163835083 	 0.217491517247013
0.000052345906110 	 0.218439167705678
0.000051290848610 	 0.218660754599877
0.000051466064977 	 0.216428560163329
0.000051341048865 	 0.219077844015116
0.000051541966206 	 0.219195678954907
0.000050527087015 	 0.218977303695434
0.000051669553611 	 0.220569508127250
0.000051864107225 	 0.219167648002644
0.000051836280964 	 0.218962697036534
0.000051728381058 	 0.218793459503884
0.000051748137231 	 0.216241507334375
0.000051794621751 	 0.217069084550452
0.000051599162902 	 0.218822919775057
0.000052181393151 	 0.215195078190269
0.000053997962258 	 0.217511897199551
0.000051986027801 	 0.221016449679499
0.000051240798094 	 0.216888847329609
0.000051702262302 	 0.218592556035893
0.000050195032042 	 0.218441770326069
0.000051116546481 	 0.218109707614969
0.000051968447621 	 0.217952246934053
0.000050433995804 	 0.215491445111206
0.000050402569553 	 0.214503894404212
0.000052348067343 	 0.218641767360334
0.000052796325394 	 0.218333764239122
0.000052881535765 	 0.216182998387619
0.000052857235323 	 0.218567375666819
0.000053256922172 	 0.217506135160719
0.000052833530595 	 0.219180824752537
0.000051367281408 	 0.220230636297629
0.000053228936830 	 0.219602968522316
0.000054390045736 	 0.217383347858587
0.000053207405848 	 0.217401391908429
0.000050802831182 	 0.218209724257308
0.000052289297050 	 0.218485937618123
0.000053319566497 	 0.217425476511907
0.000051126667376 	 0.219119097866455
0.000050722396117 	 0.218122497199418
0.000050631133367 	 0.218580633037830
0.000052589820823 	 0.219512006093018
0.000050733776050 	 0.216846538025565
0.000052942828340 	 0.216572149544181
0.000051726837800 	 0.215869053521653
0.000051744066976 	 0.216845035344863
0.000050534526715 	 0.217921655525292
0.000052753049187 	 0.219316776040959
0.000052653381603 	 0.219307061466308
0.000052896961704 	 0.219617061773817
0.000052554988869 	 0.217641780259882
0.000050814444021 	 0.216829758862266
0.000051892035433 	 0.218314953588961
0.000052200367885 	 0.217685408600260
0.000052745941098 	 0.218960188220619
0.000052579159238 	 0.218708035431170
0.000052090792137 	 0.219469365739028
0.000051879214818 	 0.221694545527061
0.000050131732533 	 0.221239127892457
0.000049794371352 	 0.219068460549175
0.000051142062546 	 0.217226052780454
0.000052059781965 	 0.215514885116043
0.000052426459984 	 0.215809473543868
